algorithm,num_layers,hidden_size,train_size,seed,epoch,train_loss,test_acc,wall_time_s
BP,6,256,5000,0,23,0.101987,0.9187,14.72
BP,6,256,5000,0,24,0.106246,0.9342,15.33
BP,6,256,5000,0,25,0.033183,0.9312,15.94
BP,6,256,5000,0,26,0.01576,0.9417,16.55
BP,6,256,5000,0,27,0.042479,0.9354,17.16
BP,6,256,5000,0,28,0.009256,0.9385,17.76
BP,6,256,5000,0,29,0.00477,0.9445,18.37
BP,6,256,5000,0,30,0.002229,0.9424,18.98
BP,6,256,5000,1,1,0.796529,0.8641,0.61
BP,6,256,5000,1,2,0.369803,0.8796,1.22
BP,6,256,5000,1,3,0.243005,0.9054,1.83
BP,6,256,5000,1,4,0.181568,0.9116,2.43
BP,6,256,5000,1,5,0.158067,0.9007,3.04
BP,6,256,5000,1,6,0.162283,0.9155,3.64
BP,6,256,5000,1,7,0.103515,0.9309,4.24
BP,6,256,5000,1,8,0.079049,0.9186,4.84
BP,6,256,5000,1,9,0.098864,0.9193,5.44
BP,6,256,5000,1,10,0.07408,0.9326,6.04
BP,6,256,5000,1,11,0.061578,0.9187,6.65
BP,6,256,5000,1,12,0.084203,0.9178,7.24
BP,6,256,5000,1,13,0.099371,0.9208,7.84
BP,6,256,5000,1,14,0.055959,0.9312,8.44
BP,6,256,5000,1,15,0.115294,0.9297,9.03
BP,6,256,5000,1,16,0.05952,0.9214,9.62
BP,6,256,5000,1,17,0.04532,0.9363,10.21
BP,6,256,5000,1,18,0.023631,0.9253,10.81
BP,6,256,5000,1,19,0.028066,0.9406,11.41
BP,6,256,5000,1,20,0.026742,0.9346,12.12
BP,6,256,5000,1,21,0.01123,0.938,12.74
BP,6,256,5000,1,22,0.05137,0.9356,13.38
BP,6,256,5000,1,23,0.063528,0.9326,14.0
BP,6,256,5000,1,24,0.024072,0.94,14.6
BP,6,256,5000,1,25,0.022662,0.9405,15.19
BP,6,256,5000,1,26,0.030107,0.927,15.78
BP,6,256,5000,1,27,0.064737,0.9207,16.37
BP,6,256,5000,1,28,0.051004,0.9292,16.96
BP,6,256,5000,1,29,0.034904,0.9369,17.55
BP,6,256,5000,1,30,0.009129,0.9415,18.14
BP,6,256,5000,2,1,0.809936,0.8496,0.59
BP,6,256,5000,2,2,0.393071,0.8681,1.19
BP,6,256,5000,2,3,0.271922,0.915,1.79
BP,6,256,5000,2,4,0.236226,0.8994,2.39
BP,6,256,5000,2,5,0.202353,0.9176,2.99
BP,6,256,5000,2,6,0.143637,0.9068,3.58
BP,6,256,5000,2,7,0.120776,0.9175,4.17
BP,6,256,5000,2,8,0.09613,0.9282,4.76
BP,6,256,5000,2,9,0.076349,0.9267,5.34
BP,6,256,5000,2,10,0.096901,0.9189,5.92
BP,6,256,5000,2,11,0.066653,0.9189,6.51
BP,6,256,5000,2,12,0.121396,0.9028,7.09
BP,6,256,5000,2,13,0.088671,0.9292,7.68
BP,6,256,5000,2,14,0.036927,0.9373,8.27
BP,6,256,5000,2,15,0.029342,0.9265,8.86
BP,6,256,5000,2,16,0.031158,0.9396,9.45
BP,6,256,5000,2,17,0.026406,0.9435,10.04
BP,6,256,5000,2,18,0.022666,0.9389,10.62
BP,6,256,5000,2,19,0.045381,0.9306,11.2
BP,6,256,5000,2,20,0.021808,0.937,11.77
BP,6,256,5000,2,21,0.067728,0.9305,12.35
BP,6,256,5000,2,22,0.029398,0.9389,12.92
BP,6,256,5000,2,23,0.031587,0.9377,13.5
BP,6,256,5000,2,24,0.023687,0.9337,14.08
BP,6,256,5000,2,25,0.042647,0.9273,14.65
BP,6,256,5000,2,26,0.098339,0.9349,15.22
BP,6,256,5000,2,27,0.046267,0.9363,15.8
BP,6,256,5000,2,28,0.038762,0.9355,16.38
BP,6,256,5000,2,29,0.019598,0.9394,16.96
BP,6,256,5000,2,30,0.025701,0.9368,17.53
